# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
YHR070C-A	YHR070C-A	YHR070C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YHR071C-A	YHR071C-A	YHR071C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YHR073W-A	YHR073W-A	YHR073W-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YHR078W	YHR078W	YHR078W_mRNA	protein_coding	0	1	0	0	0	1	0	0	0	0	0
YHR193C-A	YHR193C-A	YHR193C-A_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YIL012W	YIL012W	YIL012W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YIL046W-A	YIL046W-A	YIL046W-A_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YIL047C-A	YIL047C-A	YIL047C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YIL100C-A	YIL100C-A	YIL100C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YIL100W	YIL100W	YIL100W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YIL102C	YIL102C	YIL102C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YIL134C-A	YIL134C-A	YIL134C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YIL141W	YIL141W	YIL141W_mRNA	protein_coding	0	0	3	0	0	0	0	0	0	0	3
YIL142C-A	YIL142C-A	YIL142C-A_mRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
YIL144W	YIL144W	YIL144W_mRNA	protein_coding	0	0	4	3	0	0	0	0	0	0	1
YIP3	YNL044W	YNL044W_mRNA	protein_coding	0	0	4	2	0	0	0	0	0	0	2
YJL211C	YJL211C	YJL211C_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
YJL213W	YJL213W	YJL213W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YJL215C	YJL215C	YJL215C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YJL218W	YJL218W	YJL218W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YJR027W	YJR027W	YJR027W		0	0	1	1	0	0	0	0	0	0	0
YJR028W	YJR028W	YJR028W		0	0	1	1	0	0	0	0	0	0	0
YJR029W	YJR029W	YJR029W		0	0	5	4	0	0	1	0	0	0	0
YJR037W	YJR037W	YJR037W_mRNA	protein_coding	0	0	12	4	0	0	0	0	0	0	8
YJR038C	YJR038C	YJR038C_mRNA	protein_coding	0	1	11	6	0	1	0	0	0	0	5
YJR039W	YJR039W	YJR039W_mRNA	protein_coding	0	2	16	10	0	2	0	0	0	0	6
YJR056C	YJR056C	YJR056C_mRNA	protein_coding	2	0	16	7	0	0	0	0	0	2	9
YJR061W	YJR061W	YJR061W_mRNA	protein_coding	1	0	10	5	0	0	0	0	0	1	5
YJR071W	YJR071W	YJR071W_mRNA	protein_coding	1	1	8	7	0	1	0	0	0	1	1
YJR162C	YJR162C	YJR162C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YLR030W	YLR030W	YLR030W_mRNA	protein_coding	0	1	3	3	0	1	0	0	0	0	0
YLR031W	YLR031W	YLR031W_mRNA	protein_coding	0	0	4	3	0	0	0	0	0	0	1
YLR035C-A	YLR035C-A	YLR035C-A		0	0	1	0	0	0	0	0	0	0	1
YLR036C	YLR036C	YLR036C_mRNA	protein_coding	0	0	5	0	0	0	0	0	0	0	5
YLR041W	YLR041W	YLR041W_mRNA	protein_coding	0	0	7	2	0	0	0	0	0	0	5
YLR042C	YLR042C	YLR042C_mRNA	protein_coding	0	1	6	6	0	1	0	0	0	0	0
YLR049C	YLR049C	YLR049C_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
YLR050C	YLR050C	YLR050C_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
YLR053C	YLR053C	YLR053C_mRNA	protein_coding	0	0	3	1	0	0	0	0	0	0	2
YLR076C	YLR076C	YLR076C_mRNA	protein_coding	0	0	13	4	0	0	0	0	0	0	9
YLR101C	YLR101C	YLR101C_mRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
YLR118C	YLR118C	YLR118C_mRNA	protein_coding	0	0	4	4	0	0	0	0	0	0	0
YLR149C	YLR149C	YLR149C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YLR149C-A	YLR149C-A	YLR149C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YLR152C	YLR152C	YLR152C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YLR217W	YLR217W	YLR217W_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
YLR222C-A	YLR222C-A	YLR222C-A_mRNA	protein_coding	0	0	8	4	0	0	0	0	0	0	4
YLR225C	YLR225C	YLR225C_mRNA	protein_coding	2	0	6	6	0	0	0	0	0	2	0
YLR227W-A	YLR227W-A	YLR227W-A		0	0	1	1	0	0	0	0	0	0	0
YLR227W-B	YLR227W-B	YLR227W-B		0	0	2	2	0	0	0	0	0	0	0
YLR230W	YLR230W	YLR230W_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
YLR232W	YLR232W	YLR232W_mRNA	protein_coding	0	0	4	3	0	0	0	0	0	0	1
YLR235C	YLR235C	YLR235C_mRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
YLR236C	YLR236C	YLR236C_mRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
YLR252W	YLR252W	YLR252W_mRNA	protein_coding	0	0	7	6	0	0	0	0	0	0	1
YLR255C	YLR255C	YLR255C_mRNA	protein_coding	0	0	10	4	0	0	0	0	0	0	6
YLR256W-A	YLR256W-A	YLR256W-A		0	0	6	0	0	0	0	0	0	0	6
YLR257W	YLR257W	YLR257W_mRNA	protein_coding	0	0	6	5	0	0	0	0	0	0	1
YLR264C-A	YLR264C-A	YLR264C-A_mRNA	protein_coding	0	0	4	4	0	0	0	0	0	0	0
YLR269C	YLR269C	YLR269C_mRNA	protein_coding	0	0	5	1	0	0	0	0	0	0	4
YLR278C	YLR278C	YLR278C_mRNA	protein_coding	0	1	11	3	0	1	0	0	0	0	8
YLR279W	YLR279W	YLR279W_mRNA	protein_coding	1	0	10	9	0	0	0	0	0	1	1
YLR280C	YLR280C	YLR280C_mRNA	protein_coding	0	2	9	1	0	2	0	0	0	0	8
YLR281C	YLR281C	YLR281C_mRNA	protein_coding	1	2	8	1	0	2	0	0	0	1	7
YLR282C	YLR282C	YLR282C_mRNA	protein_coding	0	0	11	4	0	0	0	0	0	0	7
YLR283W	YLR283W	YLR283W_mRNA	protein_coding	2	0	10	6	0	0	0	0	0	2	4
YLR285C-A	YLR285C-A	YLR285C-A_mRNA	protein_coding	0	0	11	7	0	0	0	0	0	0	4
YLR286W-A	YLR286W-A	YLR286W-A_mRNA	protein_coding	0	1	14	7	0	1	0	0	0	0	7
YLR287C	YLR287C	YLR287C_mRNA	protein_coding	0	0	18	7	0	0	0	0	0	0	11
YLR294C	YLR294C	YLR294C_mRNA	protein_coding	0	0	7	2	0	0	0	0	0	0	5
YLR296W	YLR296W	YLR296W_mRNA	protein_coding	0	1	6	2	0	1	0	0	0	0	4
YLR297W	YLR297W	YLR297W_mRNA	protein_coding	0	0	7	2	0	0	0	0	0	0	5
YLR299C-A	YLR299C-A	YLR299C-A_mRNA	protein_coding	0	0	5	3	0	0	0	0	0	0	2
YLR302C	YLR302C	YLR302C_mRNA	protein_coding	0	0	6	2	0	0	0	0	0	0	4
YLR307C-A	YLR307C-A	YLR307C-A_mRNA	protein_coding	1	0	14	5	0	0	0	0	0	1	9
YLR311C	YLR311C	YLR311C_mRNA	protein_coding	0	0	3	2	0	0	0	0	0	0	1
YLR312C	YLR312C	YLR312C_mRNA	protein_coding	0	0	3	2	0	0	0	0	0	0	1
YLR317W	YLR317W	YLR317W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YLR326W	YLR326W	YLR326W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YLR334C	YLR334C	YLR334C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YLR339C	YLR339C	YLR339C_mRNA	protein_coding	0	1	6	4	0	1	0	0	0	0	2
YLR342W-A	YLR342W-A	YLR342W-A_mRNA	protein_coding	0	0	3	2	0	0	0	0	0	0	1
YLR345W	YLR345W	YLR345W_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
YLR347W-A	YLR347W-A	YLR347W-A_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YLR349W	YLR349W	YLR349W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YLR352W	YLR352W	YLR352W_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
YLR363W-A	YLR363W-A	YLR363W-A_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YLR364C-A	YLR364C-A	YLR364C-A_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
YLR365W	YLR365W	YLR365W_mRNA	protein_coding	1	0	1	1	0	0	0	0	0	1	0
YLR366W	YLR366W	YLR366W_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
YLR437C-A	YLR437C-A	YLR437C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YMD8	YML038C	YML038C_mRNA	protein_coding	0	0	6	1	0	0	0	0	0	0	5
YML031C-A	YML031C-A	YML031C-A_mRNA	protein_coding	1	1	19	7	0	1	0	1	1	0	12
YML034C-A	YML034C-A	YML034C-A_mRNA	protein_coding	1	0	13	5	0	0	0	0	0	1	8
YML037C	YML037C	YML037C_mRNA	protein_coding	0	0	7	1	0	0	0	0	0	0	6
YML039W	YML039W	YML039W		0	0	4	1	0	0	0	0	0	0	3
YML040W	YML040W	YML040W		0	0	4	1	0	0	0	0	0	0	3
YML045W	YML045W	YML045W		0	0	4	3	0	0	0	0	0	0	1
YML045W-A	YML045W-A	YML045W-A		0	0	1	0	0	0	0	0	0	0	1
YML047W-A	YML047W-A	YML047W-A_mRNA	protein_coding	0	0	9	1	0	0	0	0	0	0	8
YML053C	YML053C	YML053C_mRNA	protein_coding	0	0	7	1	0	0	0	0	0	0	6
YML054C-A	YML054C-A	YML054C-A_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
YML079W	YML079W	YML079W_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
YML082W	YML082W	YML082W_mRNA	protein_coding	1	0	4	0	0	0	0	0	0	1	4
YML083C	YML083C	YML083C_mRNA	protein_coding	0	1	4	3	0	1	0	0	0	0	1
YML084W	YML084W	YML084W_mRNA	protein_coding	0	1	4	2	0	1	0	0	0	0	2
YML089C	YML089C	YML089C_mRNA	protein_coding	0	0	5	4	0	0	0	0	0	0	1
YML090W	YML090W	YML090W_mRNA	protein_coding	0	0	5	1	0	0	0	0	0	0	4
YML094C-A	YML094C-A	YML094C-A_mRNA	protein_coding	0	0	7	2	0	0	0	0	0	0	5
YML096W	YML096W	YML096W_mRNA	protein_coding	0	0	8	3	0	0	0	0	0	0	5
YML099W-A	YML099W-A	YML099W-A_mRNA	protein_coding	0	0	6	5	0	0	0	0	0	0	1
YML100W-A	YML100W-A	YML100W-A_mRNA	protein_coding	0	0	4	3	0	0	0	0	0	0	1
YML101C-A	YML101C-A	YML101C-A_mRNA	protein_coding	0	0	3	1	0	0	0	0	0	0	2
YML108W	YML108W	YML108W_mRNA	protein_coding	1	2	9	3	0	2	0	0	0	1	6
YML119W	YML119W	YML119W_mRNA	protein_coding	0	0	4	0	0	0	0	0	0	0	4
YML122C	YML122C	YML122C_mRNA	protein_coding	0	0	21	17	0	0	0	0	0	0	4
YML131W	YML131W	YML131W_mRNA	protein_coding	0	1	7	6	0	1	0	0	0	0	1
YML133C	YML133C	YML133C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YML6	YML025C	YML025C_mRNA	protein_coding	0	0	6	6	0	0	0	0	0	0	0
YMR206W	YMR206W	YMR206W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YND1	YER005W	YER005W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YNL042W-B	YNL042W-B	YNL042W-B_mRNA	protein_coding	0	0	4	0	0	0	0	0	0	0	4
YNL043C	YNL043C	YNL043C_mRNA	protein_coding	0	0	4	2	0	0	0	0	0	0	2
YNL046W	YNL046W	YNL046W_mRNA	protein_coding	0	0	4	4	0	0	0	0	0	0	0
YNL095C	YNL095C	YNL095C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YNL097C-B	YNL097C-B	YNL097C-B_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YNL097W-A	YNL097W-A	YNL097W-A_mRNA	protein_coding	0	1	0	0	0	1	0	0	0	0	0
YNL100W	YNL100W	YNL100W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YNL103W-A	YNL103W-A	YNL103W-A_mRNA	protein_coding	0	0	9	2	0	0	0	0	0	0	7
YNL108C	YNL108C	YNL108C_mRNA	protein_coding	1	0	16	8	0	0	0	0	0	1	8
YNL109W	YNL109W	YNL109W_mRNA	protein_coding	1	0	15	7	0	0	0	0	0	1	8
YNL114C	YNL114C	YNL114C_mRNA	protein_coding	0	0	7	0	0	0	0	0	0	0	7
YNL115C	YNL115C	YNL115C_mRNA	protein_coding	0	0	6	0	0	0	0	0	0	0	6
YNL122C	YNL122C	YNL122C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YNL162W-A	YNL162W-A	YNL162W-A_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YNL284C-B	YNL284C-B	YNL284C-B		0	0	1	1	0	0	0	0	0	0	0
YNL285W	YNL285W	YNL285W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YNL324W	YNL324W	YNL324W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YOL150C	YOL150C	YOL150C_mRNA	protein_coding	1	0	5	0	0	0	0	0	0	1	5
YOL155W-A	YOL155W-A	YOL155W-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YOR029W	YOR029W	YOR029W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YOR032W-A	YOR032W-A	YOR032W-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YOR108C-A	YOR108C-A	YOR108C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YOR325W	YOR325W	YOR325W_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
YOR329W-A	YOR329W-A	YOR329W-A_mRNA	protein_coding	0	0	5	3	0	0	0	0	0	0	2
YOR331C	YOR331C	YOR331C_mRNA	protein_coding	0	0	4	3	0	0	0	0	0	0	1
YOR333C	YOR333C	YOR333C_mRNA	protein_coding	0	0	4	3	0	0	0	0	0	0	1
YOR335W-A	YOR335W-A	YOR335W-A_mRNA	protein_coding	0	0	4	1	0	0	0	0	0	0	3
YOR338W	YOR338W	YOR338W_mRNA	protein_coding	0	0	3	2	0	0	0	0	0	0	1
YOX1	YML027W	YML027W_mRNA	protein_coding	0	0	14	0	0	0	0	0	0	0	14
YPL088W	YPL088W	YPL088W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YPL142C	YPL142C	YPL142C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YPL185W	YPL185W	YPL185W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YPL264C	YPL264C	YPL264C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YPS1	YLR120C	YLR120C_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
YPT32	YGL210W	YGL210W_mRNA	protein_coding	0	0	3	0	0	0	0	0	0	0	3
YPT6	YLR262C	YLR262C_mRNA	protein_coding	0	0	12	8	0	0	0	0	0	0	4
YRO2	YBR054W	YBR054W_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
YSH1	YLR277C	YLR277C_mRNA	protein_coding	2	1	2	1	0	1	0	0	0	2	1
ZDS2	YML109W	YML109W_mRNA	protein_coding	3	1	8	6	0	1	0	0	0	3	2
ZIP2	YGL249W	YGL249W_mRNA	protein_coding	2	0	0	0	0	0	0	0	0	2	0
ZOD1	ZOD1	ZOD1_ncRNA	lincRNA	0	0	5	2	0	0	0	0	0	0	3
ZPS1	YOL154W	YOL154W_mRNA	protein_coding	0	0	4	4	0	0	0	0	0	0	0
ZRT1	YGL255W	YGL255W_mRNA	protein_coding	0	0	3	0	0	0	0	0	0	0	3
ZTA1	YBR046C	YBR046C_mRNA	protein_coding	0	1	2	1	0	1	0	0	0	0	1
snR17b	snR17b	snR17b_snoRNA	snoRNA	0	0	1	1	0	0	0	0	0	0	0
snR30	snR30	snR30_snoRNA	snoRNA	0	0	2	1	0	0	0	0	0	0	1
snR40	snR40	snR40_snoRNA	snoRNA	0	0	1	1	0	0	0	0	0	0	0
snR44	snR44	snR44_snoRNA	snoRNA	0	0	2	1	0	0	0	0	0	0	1
snR46	snR46	snR46_snoRNA	snoRNA	0	0	3	1	0	0	0	0	0	0	2
snR54	snR54	snR54_snoRNA	snoRNA	0	0	1	0	0	0	0	0	0	0	1
snR55	snR55	snR55_snoRNA	snoRNA	0	0	2	2	0	0	0	0	0	0	0
snR57	snR57	snR57_snoRNA	snoRNA	0	0	2	2	0	0	0	0	0	0	0
snR61	snR61	snR61_snoRNA	snoRNA	0	0	2	2	0	0	0	0	0	0	0
snR68	snR68	snR68_snoRNA	snoRNA	0	0	1	1	0	0	0	0	0	0	0
snR71	snR71	snR71_snoRNA	snoRNA	0	0	1	1	0	0	0	0	0	0	0
snR80	snR80	snR80_snoRNA	snoRNA	0	0	1	1	0	0	0	0	0	0	0
snR85	snR85	snR85_snoRNA	snoRNA	0	0	2	0	0	0	0	0	0	0	2
tA(AGC)L	tA(AGC)L	tA(AGC)L_tRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
tC(GCA)B	tC(GCA)B	tC(GCA)B_tRNA	protein_coding	0	0	3	1	0	0	0	0	0	0	2
tD(GUC)B	tD(GUC)B	tD(GUC)B_tRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
tD(GUC)G1	tD(GUC)G1	tD(GUC)G1_tRNA	protein_coding	0	0	9	0	0	0	0	0	0	0	9
tD(GUC)G2	tD(GUC)G2	tD(GUC)G2_tRNA	protein_coding	0	0	3	1	0	0	0	0	0	0	2
tD(GUC)I2	tD(GUC)I2	tD(GUC)I2_tRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
tD(GUC)J4	tD(GUC)J4	tD(GUC)J4_tRNA	protein_coding	0	0	14	8	0	0	0	0	0	0	6
tD(GUC)L2	tD(GUC)L2	tD(GUC)L2_tRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
tE(UUC)B	tE(UUC)B	tE(UUC)B_tRNA	protein_coding	0	0	3	0	0	0	0	0	0	0	3
tE(UUC)G2	tE(UUC)G2	tE(UUC)G2_tRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
tE(UUC)G3	tE(UUC)G3	tE(UUC)G3_tRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
tF(GAA)H1	tF(GAA)H1	tF(GAA)H1_tRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
tG(GCC)B	tG(GCC)B	tG(GCC)B_tRNA	protein_coding	0	0	16	9	0	0	0	0	0	0	7
tG(GCC)M	tG(GCC)M	tG(GCC)M_tRNA	protein_coding	0	0	4	4	0	0	0	0	0	0	0
tI(AAU)B	tI(AAU)B	tI(AAU)B_tRNA	protein_coding	0	0	17	7	0	0	0	0	0	0	10
tI(AAU)D	tI(AAU)D	tI(AAU)D_tRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
tI(AAU)G	tI(AAU)G	tI(AAU)G_tRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
tI(AAU)I1	tI(AAU)I1	tI(AAU)I1_tRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
tI(AAU)L1	tI(AAU)L1	tI(AAU)L1_tRNA	protein_coding	0	0	6	3	0	0	0	0	0	0	3
tI(UAU)L	tI(UAU)L	tI(UAU)L_tRNA	protein_coding	0	0	5	2	0	0	0	0	0	0	3
tK(CUU)F	tK(CUU)F	tK(CUU)F_tRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
tL(CAA)L	tL(CAA)L	tL(CAA)L_tRNA	protein_coding	0	0	6	5	0	0	0	0	0	0	1
tL(CAA)N	tL(CAA)N	tL(CAA)N_tRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
tL(UAA)B2	tL(UAA)B2	tL(UAA)B2_tRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
tL(UAG)L1	tL(UAG)L1	tL(UAG)L1_tRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
tL(UAG)L2	tL(UAG)L2	tL(UAG)L2_tRNA	protein_coding	0	0	6	4	0	0	0	0	0	0	2
tN(GUU)G	tN(GUU)G	tN(GUU)G_tRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
tP(UGG)N1	tP(UGG)N1	tP(UGG)N1_tRNA	protein_coding	0	0	4	0	0	0	0	0	0	0	4
tQ(UUG)B	tQ(UUG)B	tQ(UUG)B_tRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
tQ(UUG)D2	tQ(UUG)D2	tQ(UUG)D2_tRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
tQ(UUG)L	tQ(UUG)L	tQ(UUG)L_tRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
tR(UCU)B	tR(UCU)B	tR(UCU)B_tRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
tR(UCU)G2	tR(UCU)G2	tR(UCU)G2_tRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
tR(UCU)G3	tR(UCU)G3	tR(UCU)G3_tRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
tR(UCU)M2	tR(UCU)M2	tR(UCU)M2_tRNA	protein_coding	0	0	4	4	0	0	0	0	0	0	0
tS(AGA)B	tS(AGA)B	tS(AGA)B_tRNA	protein_coding	0	0	4	4	0	0	0	0	0	0	0
tS(AGA)G	tS(AGA)G	tS(AGA)G_tRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
tS(AGA)J	tS(AGA)J	tS(AGA)J_tRNA	protein_coding	0	0	13	7	0	0	0	0	0	0	6
tT(AGU)B	tT(AGU)B	tT(AGU)B_tRNA	protein_coding	0	0	7	7	0	0	0	0	0	0	0
tT(AGU)I1	tT(AGU)I1	tT(AGU)I1_tRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
tV(AAC)G3	tV(AAC)G3	tV(AAC)G3_tRNA	protein_coding	0	0	3	0	0	0	0	0	0	0	3
tV(AAC)L	tV(AAC)L	tV(AAC)L_tRNA	protein_coding	0	0	8	2	0	0	0	0	0	0	6
tV(UAC)B	tV(UAC)B	tV(UAC)B_tRNA	protein_coding	0	0	6	5	0	0	0	0	0	0	1
tX(XXX)L	tX(XXX)L	tX(XXX)L_tRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
