# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SPT20	YOL148C	YOL148C_mRNA	protein_coding	0	1	3	17	9	0	3	0	0	0	0	0	1	8
SPT4	YGR063C	YGR063C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SPT6	YGR116W	YGR116W_mRNA	protein_coding	0	3	0	8	2	0	0	0	0	0	0	0	3	6
SPT7	YBR081C	YBR081C_mRNA	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	1
SRB5	YGR104C	YGR104C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
SRB6	YBR253W	YBR253W_mRNA	protein_coding	0	0	0	18	17	0	0	0	0	0	0	0	0	1
SRC1	YML034W	YML034W_mRNA	protein_coding	0	3	3	14	10	1	3	0	0	0	0	0	3	3
SRD1	YCR018C	YCR018C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SRL2	YLR082C	YLR082C_mRNA	protein_coding	0	0	1	19	11	0	1	0	0	0	0	0	0	8
SRN2	YLR119W	YLR119W_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
SRO77	YBL106C	YBL106C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SRY1	YKL218C	YKL218C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SSC1	YJR045C	YJR045C_mRNA	protein_coding	0	3	0	16	8	0	0	0	0	0	0	0	3	8
SSK2	YNR031C	YNR031C_mRNA	protein_coding	0	2	0	1	0	0	0	0	0	0	0	0	2	1
SSL2	YIL143C	YIL143C_mRNA	protein_coding	0	1	0	2	2	0	0	0	0	0	0	0	1	0
SSM4	YIL030C	YIL030C_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
SSP120	YLR250W	YLR250W_mRNA	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0
SSQ1	YLR369W	YLR369W_mRNA	protein_coding	0	0	1	2	0	0	1	0	0	0	0	0	0	2
SSZ1	YHR064C	YHR064C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
STE11	YLR362W	YLR362W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
STE5	YDR103W	YDR103W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
STH1	YIL126W	YIL126W_mRNA	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	1	0
STM1	YLR150W	YLR150W_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3
STT4	YLR305C	YLR305C_mRNA	protein_coding	0	6	2	17	5	0	2	0	0	0	0	0	6	12
STU1	YBL034C	YBL034C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SUF23	tG(GCC)J2	tG(GCC)J2_tRNA	protein_coding	0	0	0	14	10	0	0	0	0	0	0	0	0	4
SUF4	tG(UCC)G	tG(UCC)G_tRNA	protein_coding	0	0	0	9	3	0	0	0	0	0	0	0	0	6
SUF6	tG(UCC)N	tG(UCC)N_tRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SUF7	tP(UGG)M	tP(UGG)M_tRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0
SUL2	YLR092W	YLR092W_mRNA	protein_coding	0	2	4	12	6	0	4	0	0	0	0	0	2	6
SUP2	tY(GUA)D	tY(GUA)D_tRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SUP3	tY(GUA)O	tY(GUA)O_tRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SUP4	tY(GUA)J2	tY(GUA)J2_tRNA	protein_coding	0	0	0	28	15	0	0	0	0	0	0	0	0	13
SUP5	tY(GUA)M1	tY(GUA)M1_tRNA	protein_coding	0	0	0	9	7	0	0	0	0	0	0	0	0	2
SUP54	tL(CAA)G2	tL(CAA)G2_tRNA	protein_coding	0	0	0	9	7	0	0	0	0	0	0	0	0	2
SUR7	YML052W	YML052W_mRNA	protein_coding	0	0	0	13	8	0	0	0	0	0	0	0	0	5
SWF1	YDR126W	YDR126W_mRNA	protein_coding	0	2	2	16	3	0	2	0	0	0	0	0	2	13
SWH1	YAR042W	YAR042W_mRNA	protein_coding	0	1	1	0	0	0	1	0	0	0	0	0	1	0
SWP82	YFL049W	YFL049W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
SWR1	YDR334W	YDR334W_mRNA	protein_coding	0	1	1	0	0	0	1	0	0	0	0	0	1	0
SWS2	YNL081C	YNL081C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SYF2	YGR129W	YGR129W_mRNA	protein_coding	0	0	0	11	5	0	0	0	0	0	0	0	0	6
SYG1	YIL047C	YIL047C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SYM1	YLR251W	YLR251W_mRNA	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0
TAD3	YLR316C	YLR316C_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
TAE1	YBR261C	YBR261C_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
TAF13	YML098W	YML098W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TAF2	YCR042C	YCR042C_mRNA	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	1	0
TAF6	YGL112C	YGL112C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TAF8	YML114C	YML114C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TAH11	YJR046W	YJR046W_mRNA	protein_coding	0	4	0	11	4	0	0	0	0	0	0	0	4	7
TAL1	YLR354C	YLR354C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TAM41	YGR046W	YGR046W_mRNA	protein_coding	0	1	0	24	12	0	0	0	0	0	0	0	1	12
TAN1	YGL232W	YGL232W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TAR1	YLR154W-C	YLR154W-C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TAT1	YBR069C	YBR069C_mRNA	protein_coding	0	2	0	5	3	0	0	0	0	0	0	0	2	2
TAT2	YOL020W	YOL020W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TAX4	YJL083W	YJL083W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TCB3	YML072C	YML072C_mRNA	protein_coding	0	0	1	3	2	0	1	0	0	0	0	0	0	1
TCM62	YBR044C	YBR044C_mRNA	protein_coding	0	1	0	5	4	0	0	0	0	0	0	0	1	1
TDA11	YHR159W	YHR159W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
TDA9	YML081W	YML081W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TDP1	YBR223C	YBR223C_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
TEA1	YOR337W	YOR337W_mRNA	protein_coding	0	0	1	4	0	0	1	0	0	0	0	0	0	4
TEC1	YBR083W	YBR083W_mRNA	protein_coding	0	1	0	4	3	0	0	0	0	0	0	0	1	1
TEM1	YML064C	YML064C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TEP1	YNL128W	YNL128W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TFC4	YGR047C	YGR047C_mRNA	protein_coding	0	5	2	19	8	0	2	0	0	0	0	0	5	11
THG1	YGR024C	YGR024C_mRNA	protein_coding	0	0	0	15	14	0	0	0	0	0	0	0	0	1
THI12	YNL332W	YNL332W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
THI2	YBR240C	YBR240C_mRNA	protein_coding	0	2	0	9	7	0	0	0	0	0	0	0	2	2
THI4	YGR144W	YGR144W_mRNA	protein_coding	0	2	0	7	1	0	0	0	0	0	0	0	2	6
THI5	YFL058W	YFL058W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
THO2	YNL139C	YNL139C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TIF3	YPR163C	YPR163C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TIF4631	YGR162W	YGR162W_mRNA	protein_coding	0	0	1	3	3	0	1	0	0	0	0	0	0	0
TIF6	YPR016C	YPR016C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TIM12	YBR091C	YBR091C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
TIM21	YGR033C	YGR033C_mRNA	protein_coding	0	2	0	7	2	0	0	0	0	0	0	0	2	5
TIP1	YBR067C	YBR067C_mRNA	protein_coding	0	0	0	7	2	0	0	0	0	0	0	0	0	5
TIR3	YIL011W	YIL011W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TLG1	YDR468C	YDR468C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TLG2	YOL018C	YOL018C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TMA10	YLR327C	YLR327C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TMA108	YIL137C	YIL137C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TMA64	YDR117C	YDR117C_mRNA	protein_coding	0	0	1	7	4	0	1	0	0	0	0	0	0	3
TMA7	YLR262C-A	YLR262C-A_mRNA	protein_coding	0	0	0	24	9	0	0	0	0	0	0	0	0	15
TMN2	YDR107C	YDR107C_mRNA	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	1
TMS1	YDR105C	YDR105C_mRNA	protein_coding	0	1	0	3	2	0	0	0	0	0	0	0	1	1
TNA1	YGR260W	YGR260W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TOM20	YGR082W	YGR082W_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
TOM70	YNL121C	YNL121C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TOR1	YJR066W	YJR066W_mRNA	protein_coding	0	5	6	10	7	0	6	0	0	0	0	0	5	3
TPO2	YGR138C	YGR138C_mRNA	protein_coding	0	0	0	8	2	0	0	0	0	0	0	0	0	6
TRL1	YJL087C	YJL087C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TRM1	YDR120C	YDR120C_mRNA	protein_coding	0	1	1	11	2	0	1	0	0	0	0	0	1	9
TRM7	YBR061C	YBR061C_mRNA	protein_coding	0	0	0	5	3	0	0	0	0	0	0	0	0	2
TRR4	tR(CCG)L	tR(CCG)L_tRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3
TRS20	YBR254C	YBR254C_mRNA	protein_coding	0	2	0	18	1	0	0	0	0	0	0	0	2	17
TRS31	YDR472W	YDR472W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TRS65	YGR166W	YGR166W_mRNA	protein_coding	0	2	0	2	1	0	0	0	0	0	0	0	2	1
TRS85	YDR108W	YDR108W_mRNA	protein_coding	0	0	1	3	1	0	1	0	0	0	0	0	0	2
TSA1	YML028W	YML028W_mRNA	protein_coding	0	2	0	14	0	0	0	0	0	0	0	0	2	14
TSC11	YER093C	YER093C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
TSC3	YBR058C-A	YBR058C-A_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
TUB1	YML085C	YML085C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
TUB2	YFL037W	YFL037W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TUB3	YML124C	YML124C_mRNA	protein_coding	0	4	0	20	8	2	0	0	0	0	0	0	4	10
TUB4	YLR212C	YLR212C_mRNA	protein_coding	0	1	0	8	1	0	0	0	0	0	0	0	1	7
TVP15	YDR100W	YDR100W_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3
TWF1	YGR080W	YGR080W_mRNA	protein_coding	0	1	0	3	2	0	0	0	0	0	0	0	1	1
UBC11	YOR339C	YOR339C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
UBC12	YLR306W	YLR306W_mRNA	protein_coding	0	3	0	18	9	1	0	0	0	0	0	0	3	8
UBC13	YDR092W	YDR092W_mRNA	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
UBC4	YBR082C	YBR082C_mRNA	protein_coding	0	0	0	6	2	0	0	0	0	0	0	0	0	4
UBP14	YBR058C	YBR058C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
UBP7	YIL156W	YIL156W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
UBP9	YER098W	YER098W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
UBR2	YLR024C	YLR024C_mRNA	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	1	2
UBX5	YDR330W	YDR330W_mRNA	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	2	0
UCC1	YLR224W	YLR224W_mRNA	protein_coding	0	2	0	8	6	0	0	0	0	0	0	0	2	2
UFD1	YGR048W	YGR048W_mRNA	protein_coding	0	1	0	25	13	0	0	0	0	0	0	0	1	12
UFO1	YML088W	YML088W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
UGA1	YGR019W	YGR019W_mRNA	protein_coding	0	0	1	14	14	0	1	0	0	0	0	0	0	0
UGA2	YBR006W	YBR006W_mRNA	protein_coding	0	4	0	21	10	0	0	0	0	0	0	0	4	11
UGO1	YDR470C	YDR470C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ULP2	YIL031W	YIL031W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
UPF3	YGR072W	YGR072W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
URA5	YML106W	YML106W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
URB1	YKL014C	YKL014C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
URB2	YJR041C	YJR041C_mRNA	protein_coding	0	3	0	19	9	0	0	0	0	0	0	0	3	10
USA1	YML029W	YML029W_mRNA	protein_coding	0	4	3	13	2	0	3	0	0	0	0	0	4	11
UTP13	YLR222C	YLR222C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
UTP14	YML093W	YML093W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
UTP20	YBL004W	YBL004W_mRNA	protein_coding	0	6	5	17	15	0	5	0	0	0	0	0	6	2
UTP22	YGR090W	YGR090W_mRNA	protein_coding	0	0	1	6	0	0	1	0	0	0	0	0	0	6
UTP4	YDR324C	YDR324C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
UTP8	YGR128C	YGR128C_mRNA	protein_coding	0	2	1	10	4	0	1	0	0	0	0	0	2	6
UTR1	YJR049C	YJR049C_mRNA	protein_coding	0	0	0	14	7	0	0	0	0	0	0	0	0	7
VAC17	YCL063W	YCL063W_mRNA	protein_coding	0	2	4	24	17	0	4	0	0	0	0	0	2	7
VAM10	YOR068C	YOR068C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
VAM7	YGL212W	YGL212W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
VAN1	YML115C	YML115C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
VBA3	YCL069W	YCL069W_mRNA	protein_coding	0	0	0	5	3	0	0	0	0	0	0	0	0	2
VBA4	YDR119W	YDR119W_mRNA	protein_coding	0	1	0	10	8	0	0	0	0	0	0	0	1	2
VBA5	YKR105C	YKR105C_mRNA	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	1	2
VHS2	YIL135C	YIL135C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
VHT1	YGR065C	YGR065C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
VID28	YIL017C	YIL017C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
VID30	YGL227W	YGL227W_mRNA	protein_coding	0	2	0	11	9	0	0	0	0	0	0	0	2	2
VMA21	YGR105W	YGR105W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
VMA22	YHR060W	YHR060W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
VMA4	YOR332W	YOR332W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
VMA7	YGR020C	YGR020C_mRNA	protein_coding	0	1	0	14	1	0	0	0	0	0	0	0	1	13
VOA1	YGR106C	YGR106C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
VPS3	YDR495C	YDR495C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
VPS34	YLR240W	YLR240W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
VPS5	YOR069W	YOR069W_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
VPS55	YJR044C	YJR044C_mRNA	protein_coding	0	0	0	19	10	0	0	0	0	0	0	0	0	9
VPS62	YGR141W	YGR141W_mRNA	protein_coding	0	3	0	8	3	0	0	0	0	0	0	0	3	5
VPS63	YLR261C	YLR261C_mRNA	protein_coding	0	0	0	24	8	0	0	0	0	0	0	0	0	16
VPS71	YML041C	YML041C_mRNA	protein_coding	0	2	0	6	6	0	0	0	0	0	0	0	2	0
VPS9	YML097C	YML097C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
VRG4	YGL225W	YGL225W_mRNA	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	9
VRP1	YLR337C	YLR337C_mRNA	protein_coding	0	1	0	2	1	0	0	0	0	0	0	0	1	1
VTH2	YJL222W	YJL222W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
WAR1	YML076C	YML076C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
XBP1	YIL101C	YIL101C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
XDJ1	YLR090W	YLR090W_mRNA	protein_coding	0	0	0	19	9	0	0	0	0	0	0	0	0	10
XRN1	YGL173C	YGL173C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
XYL2	YLR070C	YLR070C_mRNA	protein_coding	0	0	1	12	10	0	1	0	0	0	0	0	0	2
YAE1	YJR067C	YJR067C_mRNA	protein_coding	0	1	0	15	6	0	0	0	0	0	0	0	1	9
YAF9	YNL107W	YNL107W_mRNA	protein_coding	0	1	0	25	11	0	0	0	0	0	0	0	1	14
YAL063C-A	YAL063C-A	YAL063C-A_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
YAL064W	YAL064W	YAL064W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
YAP1801	YHR161C	YHR161C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YAP1802	YGR241C	YGR241C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YAP7	YOL028C	YOL028C_mRNA	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	1	3
YAR035C-A	YAR035C-A	YAR035C-A_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YAT1	YAR035W	YAR035W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YBL005W-A	YBL005W-A	YBL005W-A		0	0	0	12	2	0	0	0	0	0	0	0	0	10
YBL005W-B	YBL005W-B	YBL005W-B		0	0	0	16	6	0	0	0	0	0	0	0	0	10
YBL006W-A	YBL006W-A	YBL006W-A_mRNA	protein_coding	0	0	0	14	8	0	0	0	0	0	0	0	0	6
YBL008W-A	YBL008W-A	YBL008W-A_mRNA	protein_coding	0	0	0	24	11	0	0	0	0	0	0	0	0	13
YBL010C	YBL010C	YBL010C_mRNA	protein_coding	0	0	0	28	15	0	0	0	0	0	0	0	0	13
YBL012C	YBL012C	YBL012C_mRNA	protein_coding	0	0	2	21	8	0	2	0	0	0	0	0	0	13
YBL028C	YBL028C	YBL028C_mRNA	protein_coding	0	0	0	18	4	0	0	0	0	0	0	0	0	14
YBL029C-A	YBL029C-A	YBL029C-A_mRNA	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	10
YBL029W	YBL029W	YBL029W_mRNA	protein_coding	0	4	0	14	14	0	0	0	0	0	0	0	4	0
YBL036C	YBL036C	YBL036C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YBR012C	YBR012C	YBR012C_mRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0
YBR012W-A	YBR012W-A	YBR012W-A		0	0	0	7	0	0	0	0	0	0	0	0	0	7
YBR012W-B	YBR012W-B	YBR012W-B		0	0	0	15	8	0	0	0	0	0	0	0	0	7
YBR013C	YBR013C	YBR013C_mRNA	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	9
YBR016W	YBR016W	YBR016W_mRNA	protein_coding	0	1	0	14	6	0	0	0	0	0	0	0	1	8
YBR051W	YBR051W	YBR051W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YBR053C	YBR053C	YBR053C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
YBR056C-B	YBR056C-B	YBR056C-B_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YBR056W	YBR056W	YBR056W_mRNA	protein_coding	0	1	1	0	0	0	1	0	0	0	0	0	1	0
YBR056W-A	YBR056W-A	YBR056W-A_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YBR062C	YBR062C	YBR062C_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
YBR063C	YBR063C	YBR063C_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
YBR064W	YBR064W	YBR064W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
YBR071W	YBR071W	YBR071W_mRNA	protein_coding	0	0	0	7	2	0	0	0	0	0	0	0	0	5
YBR072C-A	YBR072C-A	YBR072C-A_mRNA	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	3
YBR074W	YBR074W	YBR074W_mRNA	protein_coding	0	0	1	3	1	0	1	0	0	0	0	0	0	2
YBR076C-A	YBR076C-A	YBR076C-A_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YBR085C-A	YBR085C-A	YBR085C-A_mRNA	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	1	2
YBR089W	YBR089W	YBR089W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
YBR090C	YBR090C	YBR090C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
YBR209W	YBR209W	YBR209W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YBR219C	YBR219C	YBR219C_mRNA	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
YBR220C	YBR220C	YBR220C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
YBR221W-A	YBR221W-A	YBR221W-A_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
YBR223W-A	YBR223W-A	YBR223W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YBR224W	YBR224W	YBR224W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YBR225W	YBR225W	YBR225W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
YBR226C	YBR226C	YBR226C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
YBR230W-A	YBR230W-A	YBR230W-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YBR238C	YBR238C	YBR238C_mRNA	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	9
YBR241C	YBR241C	YBR241C_mRNA	protein_coding	0	0	0	11	10	0	0	0	0	0	0	0	0	1
YBR242W	YBR242W	YBR242W_mRNA	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	8
YBR259W	YBR259W	YBR259W_mRNA	protein_coding	0	1	2	15	0	0	2	0	0	0	0	0	1	15
YBR262C	YBR262C	YBR262C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
YBR296C-A	YBR296C-A	YBR296C-A_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
YBR298C-A	YBR298C-A	YBR298C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YCG1	YDR325W	YDR325W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YCL023C	YCL023C	YCL023C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
YCL041C	YCL041C	YCL041C_mRNA	protein_coding	0	0	0	14	9	0	0	0	0	0	0	0	0	5
YCL042W	YCL042W	YCL042W_mRNA	protein_coding	0	0	0	14	5	0	0	0	0	0	0	0	0	9
YCL046W	YCL046W	YCL046W_mRNA	protein_coding	0	0	0	17	6	0	0	0	0	0	0	0	0	11
YCL048W-A	YCL048W-A	YCL048W-A_mRNA	protein_coding	0	0	0	30	11	0	0	0	0	0	0	0	0	19
YCL049C	YCL049C	YCL049C_mRNA	protein_coding	0	1	3	25	19	0	3	0	0	0	0	0	1	6
YCL057C-A	YCL057C-A	YCL057C-A_mRNA	protein_coding	0	1	0	28	17	0	0	0	0	0	0	0	1	11
YCL065W	YCL065W	YCL065W_mRNA	protein_coding	0	0	0	13	13	0	0	0	0	0	0	0	0	0
YCL068C	YCL068C	YCL068C_mRNA	protein_coding	0	0	0	9	2	0	0	0	0	0	0	0	0	7
YCL074W	YCL074W	YCL074W	pseudogene	0	0	0	13	3	0	0	5	0	0	0	0	0	5
YCL075W	YCL075W	YCL075W	pseudogene	0	0	0	11	6	0	0	2	0	0	0	0	0	3
YCL076W	YCL076W	YCL076W_mRNA	protein_coding	0	2	1	8	8	0	1	0	0	0	0	0	2	0
YCR018C-A	YCR018C-A	YCR018C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
YCR022C	YCR022C	YCR022C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
YCR023C	YCR023C	YCR023C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
